id,video_id,time,author,text,lable
UggiBQ1BPvZPs3gCoAEC,zCmV4dX5tgs,4 years ago (edited),Our dom,"просто добра не хватает элементарно российским
правителям чтобы отношение к ним поменялось да и вообще в мире не хватает",
UghTOus7uEyotHgCoAEC,GGaQ5BDNouM,4 years ago,HelenaMash,духоподъемно,
UgilN6uKInvJuXgCoAEC,rl6PzLyKt_s,4 years ago,Сергей Леонидович,честь мундира или она есть или её никогда не было,
UggF0Rz1jC3PXXgCoAEC,u_K_ZIFOlz0,1 year ago,Александр Иванов,"все шайки радикального националистического толка должны быть ликвидированы
и эта чуть ли не в первую очередь и еще надо расследовать как это быдло вело себя на том же майдане",
UghjsgB8UQgyX3gCoAEC,rl6PzLyKt_s,4 years ago,tuks2295,паяцкоторый хочет казаться героемно придет время собирать камни,
UgjzPMvXJ6BgBHgCoAEC,IQFGSfk7NZs,4 years ago,Оксана Сидоркина,так и говорите что ваше айкидо за европейские ценности боевое искуство на мой взгляд прежде всего предусматривает духовное развитие а в гейропе эта духовность так и прет ,
UgiUAY1LKqnOT3gCoAEC.7-H0Z7-Cue27-T5WSUobC9,8SqTaE4-5a4,4 years ago,Katherine Roman,бля обидно что все украинцы для вас бендеровцы с,
UghHRgp57QS7qHgCoAEC,xTfMbgQqEeg,4 years ago,Dobriy36,молодцы хохлы молодцы,
Uggnrh_eYkGrdngCoAEC,XZOmqRzLqp8,4 years ago,prolog666,"сдохли мрази
туда им и дорога
жаль не всех убили",
UghcM_PkE8mOAXgCoAEC,GGaQ5BDNouM,4 years ago,Almie Helliann,"меня вчера спросили что это за концерт как пианино попало на площадь перед мэрией ктонибудь еще на нем играл
я сначала подумала что оригинальный звук наложен на видео он блестяще играет",
UggUa3tIxbP7kngCoAEC,E5pZ84SDZSQ,4 years ago,Эгонт Терминатор,видпиздылыуссаца,
Uggv1iOnQm0ctXgCoAEC,eufNblKL65s,4 years ago,абдрахманов,путин способен путин прошу вперед больше никого нет путин умоляю,
UggbdXxNTk9Zl3gCoAEC,T6IbEIBhb8o,4 years ago,Станислав Доминатор,весь майдан эта америка хлеба нетдорого одежды нетдорого газа нет дорого да хули вам не живется то ей богу как проститутки за америкосамикак псы бегаете фууу бля,
Ugg4oHDk59Eun3gCoAEC,IC7sx75-A0Q,2 years ago,сергей сергеев,холоп поёт,
UghVc1skVvjX83gCoAEC,T6IbEIBhb8o,4 years ago,Вован Либераст,народная революция победила на украине позорному беркуту еще вставят бутылку в задницу а януковича найдут и проведут по крещатику в кандалах,
Ugg3HCqhwGefa3gCoAEC.7-H0Z7-5s6q74ipzmoKBP0,eufNblKL65s,3 years ago,Tatyana Marshalova,лайки под вашим постом подтверждают его слова о толпе плохо соображающих обывателей,
UgixdMhkUHpl9ngCoAEC,8SqTaE4-5a4,2 years ago,Женя Еремин,где тут против россии ,
UgiKt-ntd0eyiXgCoAEC,T6IbEIBhb8o,4 years ago,Raim51,ура силовиков перестали бессмысленно и безнаказанно избивать надеюсь идейным пули добавят мозгов а организаторам убавят здоровья,
UghBsrDuPn175HgCoAEC,_k-gDXrfu-s,1 year ago,Nik Deim,слава богу я украинец,
UgituX4_Wzwf_3gCoAEC,yBTb4KZw7vc,4 years ago,sid hatchet,парни вы молодцы,
UgiPSviwIJLgQXgCoAEC,T6IbEIBhb8o,4 years ago,kob.su,откуда кроме комментариев автора видео видно какими пулями они стреляют свинцовыми или резиновыми вокруг слышны выстрелы обязанность сотрудников милиции состоит в поддержании правопорядка в том числе в уничтожении вооружённых бандитов для этого им и выдаётся оружие автор видео не показывает куда смотрят и куда целятся якобы беркутовцы в толпу мирных граждан или в толпу с автоматами так что видео ни о чём а факт выкладывания на русофобском канале говорит сам за себя его цель поднакачать эмоции у тупого стада,
Ugj-gC_68gC1c3gCoAEC,0WsJ8-tJeC8,4 years ago,Вад Вадим, молодец присоединяюсь,
UgiubUJirPQm43gCoAEC,T6IbEIBhb8o,4 years ago,иван иваныч,"вечная память погибшем ребятам из беркута 
а всем продажным ряженным шутам вечный позор",
Ugj4ccURcX2Ap3gCoAEC,FMdk1D1ktBw,4 years ago,Re1983M,почему это видео торчит вверху списка ютуб я ваще приколы смотрел,
Uggvhh8nzcjlY3gCoAEC.8LSUXkKBhAY8YGxaduj86K,8SqTaE4-5a4,8 months ago,Ігор Лукьянчук,ти дауна блять после развала путина не било при власти какие немци какая америка лопшу с ушей убери ватник тупой наслушался своих новостей теперь всей єтой лопшой можно китай накормить,
